kabupaten_kota,total_facilities,renewable_facilities,non_renewable_facilities,other_facilities,pltbg_count,pltbm_count,pltd_count,pltg_count,pltgu_count,pltmg_count,pltu_count,steam_count
Kalimantan Timur,146,4,142,0,1,3,94,6,4,13,24,1
