objectid_1,namobj,jnspls,thnopr,regpln,srs_id,longitude,latitude
856,PLTD Balai Riam,PLTD,1982,Kalimantan,4326,111.18242000000004,-2.992189999999937
857,PLTD Mentobi Raya,PLTD,2005,Kalimantan,4326,111.69354000000004,-1.985809999999958
858,PLTD Kudangan,PLTD,1994,Kalimantan,4326,111.04294000000004,-1.6099999999999568
859,PLTD Tapin Bini,PLTD,1994,Kalimantan,4326,111.31747000000007,-1.892189999999971
860,PLTBg Maju Aneka Sawit,PLTBg,2014,Kalimantan,4326,112.54241000000002,-2.379699999999957
861,PLTBg Sukajadi Sawit Mekar,PLTBg,2014,Kalimantan,4326,112.45534000000009,-2.399449999999945
862,PLTBg Unggul Lestari,PLTBg,2014,Kalimantan,4326,112.59802000000002,-1.5959099999999466
863,PLTD UPM Parenggean,PLTD,2016,Kalimantan,4326,112.65335000000005,-1.880709999999965
864,PLTBm Korintiga Hutani,PLTBm,2014,Kalimantan,4326,111.82383000000004,-2.606589999999926
865,PLTU Pangkalan Bun (PT. Eksploitasi Energi Indonesia),PLTU,2011,Kalimantan,4326,111.70292000000006,-2.7710199999999645
866,PLTD Sewa UPM Kuala Kurun,PLTD,2010,Kalimantan,4326,113.87220521600011,-1.1170858919999773
867,PLTD Gn. Batu Besar,PLTD,1993,Kalimantan,4326,116.29442000000006,-2.6224399999999264
868,PLTD Sei Bali,PLTD,1990,Kalimantan,4326,116.40703000000008,-3.4079699999999775
869,PLTD Semaras,PLTD,1993,Kalimantan,4326,116.0815,-3.8230199999999286
870,PLTD Lontar,PLTD,1991,Kalimantan,4326,116.06365000000005,-3.9778299999999263
871,PLTD Kerasian,PLTD,2004,Kalimantan,4326,116.20258000000001,-4.027069999999981
872,PLTD Tanjung Seloka,PLTD,1996,Kalimantan,4326,116.3055700000001,-3.9004299999999716
873,PLTD Geronggang,PLTD,1996,Kalimantan,4326,116.2074,-2.8567699999999263
874,PLTD Tanjung Batu,PLTD,1983,Kalimantan,4326,116.22220000000004,-3.0046299999999633
875,PLTD Sampanahan,PLTD,1985,Kalimantan,4326,116.18742000000009,-2.6410799999999313
876,PLTD Sei Durian,PLTD,1990,Kalimantan,4326,116.16205000000002,-2.5093499999999267
877,PLTD Sengayam,PLTD,1998,Kalimantan,4326,115.99548000000004,-2.366769999999974
878,PLTD Marabatuan,PLTD,1993,Kalimantan,4326,115.80992000000003,-4.3688099999999395
879,PLTD Tanjung Samalantakan,PLTD,1990,Kalimantan,4326,116.41473289900011,-2.5661063179999246
880,PLTD Bakau,PLTD,1990,Kalimantan,4326,116.19620000000009,-2.4430999999999585
881,PLTD Mulyaharja,PLTD,1996,Kalimantan,4326,116.32164000000012,-2.3501099999999724
882,PLTD Kerayaan,PLTD,2017,Kalimantan,4326,116.20686,-4.090619999999944
883,PLTD Kerumputan,PLTD,2017,Kalimantan,4326,116.17151000000001,-4.049079999999947
884,PLTD Sewa Kaltimex Kotabaru,PLTD,2015,Kalimantan,4326,116.2120900000001,-3.2536099999999806
885,PLTD Timpah,PLTD,1993,Kalimantan,4326,114.4793400000001,-1.7189699999999561
886,PLTD Sebangau,PLTD,1993,Kalimantan,4326,113.6385600000001,-3.14814999999993
888,PLTD Pujon,PLTD,1991,Kalimantan,4326,114.36425000000008,-1.348609999999951
889,PLTD Sungai Hanyu,PLTD,1994,Kalimantan,4326,114.01602000000003,-0.9274099999999521
890,PLTD Pendang,PLTD,1988,Kalimantan,4326,114.87401000000011,-1.5059699999999339
891,PLTD Tanjung Jawa,PLTD,1993,Kalimantan,4326,114.83501000000001,-1.5647299999999404
892,PLTD Muara Plantau,PLTD,1994,Kalimantan,4326,115.00102000000004,-1.9394399999999337
893,PLTD Bundar,PLTD,1997,Kalimantan,4326,114.9300300000001,-1.4780199999999581
894,PLTD Merawan Lama,PLTD,1993,Kalimantan,4326,114.88432000000012,-1.4510499999999524
895,PLTD Babai,PLTD,1993,Kalimantan,4326,114.83600000000001,-1.954309999999964
896,PLTD Mangkatip,PLTD,1984,Kalimantan,4326,114.85138000000006,-2.224299999999971
897,PLTD Teluk Betung,PLTD,1993,Kalimantan,4326,114.86281000000008,-1.977959999999939
898,PLTD Rangga Ilung,PLTD,1982,Kalimantan,4326,114.87108,-2.3400099999999497
899,PLTD Damparan,PLTD,1994,Kalimantan,4326,114.86802000000012,-2.1384199999999396
900,PLTD Benangin,PLTD,1990,Kalimantan,4326,115.08821000000012,-0.9778399999999579
901,PLTD Tumpung Laung,PLTD,1981,Kalimantan,4326,114.8158400000001,-1.3209199999999441
902,PLTD Luwe Hulu,PLTD,1987,Kalimantan,4326,114.9406600000001,-0.7953999999999724
903,PLTD Montalat,PLTD,1996,Kalimantan,4326,114.89364,-1.323479999999961
904,PLTD Kandui,PLTD,1984,Kalimantan,4326,115.11907000000008,-1.257229999999936
905,PLTD Sabuh,PLTD,1996,Kalimantan,4326,114.97588000000007,-0.9710499999999342
906,PLTD Muara Laung,PLTD,1987,Kalimantan,4326,114.7321300000001,-0.5985999999999763
907,PLTD Tumbang Lahung,PLTD,1993,Kalimantan,4326,114.3022400000001,-0.6953599999999369
908,PLTU Rimau Electric,PLTU,2013,Kalimantan,4326,115.12733703200001,-2.017690869999967
909,PLTD PT. Kaltimex Energy (Puruk Cahu),PLTD,0,Kalimantan,4326,114.58311421400003,-0.5832095179999328
910,PLTU Sangatta (PT. Kaltim Prima Coal) Ex Sektor Mahakam,PLTU,2017,Kalimantan,4326,117.63547000000005,0.5394600000000196
911,PLTD Karangan,PLTD,1992,Kalimantan,4326,117.67272000000003,1.3496900000000664
912,PLTBm Karangan DL,PLTBm,1992,Kalimantan,4326,117.67281517800006,1.3496900000000664
913,PLTD Pengadan,PLTD,2016,Kalimantan,4326,117.67290083900002,1.3496804820000534
914,PLTD Muara Wahau Altrak,PLTD,1995,Kalimantan,4326,116.8431700000001,1.045310000000029
915,PLTD Batu Ampar,PLTD,1998,Kalimantan,4326,116.8309200000001,0.6792800000000625
916,PLTD Senyiur,PLTD,2002,Kalimantan,4326,116.62281000000007,0.3120800000000372
917,PLTD Senyiur Pemkab,PLTD,2002,Kalimantan,4326,116.62294325000005,0.312060964000068
918,PLTD Long Segar,PLTD,1998,Kalimantan,4326,116.82086000000004,0.7976700000000392
919,PLTD Gemar Baru,PLTD,1996,Kalimantan,4326,116.37603000000001,0.800860000000057
920,PLTD Gemar Baru Pemkab,PLTD,1996,Kalimantan,4326,116.3761632500001,0.800860000000057
921,PLTD Muara Pantuan,PLTD,1998,Kalimantan,4326,117.56876000000011,-0.5802699999999277
922,PLTD Melak Pemkab,PLTD,2001,Kalimantan,4326,115.83161276800001,-0.21235855299994455
923,PLTD Melak Sewatama,PLTD,2001,Kalimantan,4326,115.83147000000008,-0.21245373199997175
924,PLTD Melak Kaltimex,PLTD,2001,Kalimantan,4326,115.83160325000006,-0.2124918029999776
925,PLTD Long Iram,PLTD,2001,Kalimantan,4326,115.63306000000011,0.013470000000040727
926,PLTD Long Iram Pemkab,PLTD,2001,Kalimantan,4326,115.63318373200002,0.013470000000040727
927,PLTD Muara Pahu,PLTD,1992,Kalimantan,4326,116.06414000000007,-0.3254199999999514
928,PLTD Datah Bilang,PLTD,1992,Kalimantan,4326,115.46381000000008,0.22603000000003703
929,PLTD Long Bagun,PLTD,1997,Kalimantan,4326,115.23711000000003,0.22603000000003703
930,PLTD Long Bagun Pemkab,PLTD,2015,Kalimantan,4326,115.25711000000001,0.20603000000005522
931,PLTD Dilang Putih,PLTD,1994,Kalimantan,4326,115.76639000000011,-0.716829999999959
932,PLTD Tabisaq,PLTD,1996,Kalimantan,4326,115.92136000000005,-0.49663999999995667
933,PLTD Kelumpang,PLTD,1994,Kalimantan,4326,115.82270000000005,-0.17303999999995767
934,PLTD Muara Muntai,PLTD,1994,Kalimantan,4326,116.47432000000003,-0.6433199999999601
935,PLTD Penyinggahan,PLTD,1992,Kalimantan,4326,116.2234400000001,-0.3873299999999631
936,PLTD Tanjung Isuy,PLTD,1994,Kalimantan,4326,116.14019000000008,-0.5137499999999591
937,PLTD Muara Siran,PLTD,1994,Kalimantan,4326,116.63642000000004,-0.12832999999994854
938,PLTD Muara Kedang,PLTD,1991,Kalimantan,4326,116.29792000000009,-0.5664999999999623
939,PLTD Semayang,PLTD,1995,Kalimantan,4326,116.45181000000002,-0.18277999999997974
940,PLTD Jantur,PLTD,1994,Kalimantan,4326,116.28961000000004,-0.4197799999999461
941,PLTD Tabang,PLTD,1995,Kalimantan,4326,115.92675000000008,0.6734200000000214
942,PLTD Muara Aloh,PLTD,1981,Kalimantan,4326,116.3518600000001,-0.43180999999992764
943,PLTD Sedulang,PLTD,1981,Kalimantan,4326,116.81094000000007,-0.12518999999997504
944,PLTD Long Apari,PLTD,2015,Kalimantan,4326,114.53367000000003,0.8117600000000493
945,PLTD Long Pahangai,PLTD,2015,Kalimantan,4326,114.70905000000005,0.8825400000000627
946,PLTBg Rea Kaltim,PLTBg,2011,Kalimantan,4326,115.80147000000011,-0.24232999999992444
947,PLTD Samabliung Kaltimex,PLTD,1996,Kalimantan,4326,117.51125276800008,2.1580000000000723
948,PLTU Lati (PT. Indo Pusaka Berau),PLTU,2004,Kalimantan,4326,117.61876395400009,2.214621654000041
949,PLTD Bunyu,PLTD,2000,Kalimantan,4326,117.84522000000004,3.4693600000000515
